GENERATION_PROJECT,PERIOD,gen_tech,gen_load_zone,gen_energy_source,GenCapacity,GenCapitalCosts,GenFixedOMCosts
1118709,2050,CSP_Trough_No_Storage,AZ_APS_SW,Solar,0,0,0
1118710,2050,CSP_Trough_6h_Storage,AZ_APS_SW,Solar,0,0,0
1118715,2050,CSP_Trough_No_Storage,AZ_NW,Solar,0,0,0
1118716,2050,CSP_Trough_6h_Storage,AZ_NW,Solar,0,0,0
1118718,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1118719,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1118721,2050,CSP_Trough_No_Storage,NM_S_TX_EPE,Solar,0,0,0
1118722,2050,CSP_Trough_6h_Storage,NM_S_TX_EPE,Solar,0,0,0
1118724,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1118725,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1118727,2050,CSP_Trough_No_Storage,AZ_APS_SW,Solar,0,0,0
1118728,2050,CSP_Trough_6h_Storage,AZ_APS_SW,Solar,0,0,0
1118730,2050,CSP_Trough_No_Storage,NM_S_TX_EPE,Solar,0,0,0
1118731,2050,CSP_Trough_6h_Storage,NM_S_TX_EPE,Solar,0,0,0
1118736,2050,CSP_Trough_No_Storage,AZ_APS_SW,Solar,0,0,0
1118737,2050,CSP_Trough_6h_Storage,AZ_APS_SW,Solar,0,0,0
1118739,2050,CSP_Trough_No_Storage,NM_S_TX_EPE,Solar,0,0,0
1118740,2050,CSP_Trough_6h_Storage,NM_S_TX_EPE,Solar,0,0,0
1118742,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1118743,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1118748,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1118749,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1118751,2050,CSP_Trough_No_Storage,AZ_APS_SW,Solar,0,0,0
1118752,2050,CSP_Trough_6h_Storage,AZ_APS_SW,Solar,0,0,0
1118754,2050,CSP_Trough_No_Storage,AZ_NW,Solar,0,0,0
1118755,2050,CSP_Trough_6h_Storage,AZ_NW,Solar,0,0,0
1118757,2050,CSP_Trough_No_Storage,CA_IID,Solar,0,0,0
1118758,2050,CSP_Trough_6h_Storage,CA_IID,Solar,0,0,0
1118760,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1118761,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1118763,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1118764,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1118766,2050,CSP_Trough_No_Storage,CA_IID,Solar,0,0,0
1118767,2050,CSP_Trough_6h_Storage,CA_IID,Solar,0,0,0
1118769,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1118770,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1118772,2050,CSP_Trough_No_Storage,AZ_NW,Solar,0,0,0
1118773,2050,CSP_Trough_6h_Storage,AZ_NW,Solar,0,0,0
1118775,2050,CSP_Trough_No_Storage,AZ_APS_SW,Solar,0,0,0
1118776,2050,CSP_Trough_6h_Storage,AZ_APS_SW,Solar,0,0,0
1118778,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1118779,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1118781,2050,CSP_Trough_No_Storage,AZ_APS_SW,Solar,0,0,0
1118782,2050,CSP_Trough_6h_Storage,AZ_APS_SW,Solar,0,0,0
1118784,2050,CSP_Trough_No_Storage,CA_IID,Solar,0,0,0
1118785,2050,CSP_Trough_6h_Storage,CA_IID,Solar,0,0,0
1118790,2050,CSP_Trough_No_Storage,CA_IID,Solar,0,0,0
1118791,2050,CSP_Trough_6h_Storage,CA_IID,Solar,0,0,0
1118796,2050,CSP_Trough_No_Storage,AZ_APS_SW,Solar,0,0,0
1118797,2050,CSP_Trough_6h_Storage,AZ_APS_SW,Solar,0,0,0
1118799,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1118800,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1118805,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1118806,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1118808,2050,CSP_Trough_No_Storage,AZ_APS_SW,Solar,0,0,0
1118809,2050,CSP_Trough_6h_Storage,AZ_APS_SW,Solar,0,0,0
1118811,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1118812,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1118814,2050,CSP_Trough_No_Storage,MEX_BAJA,Solar,0,0,0
1118815,2050,CSP_Trough_6h_Storage,MEX_BAJA,Solar,0,0,0
1118817,2050,CSP_Trough_No_Storage,AZ_APS_SW,Solar,0,0,0
1118818,2050,CSP_Trough_6h_Storage,AZ_APS_SW,Solar,0,0,0
1118820,2050,CSP_Trough_No_Storage,NM_S_TX_EPE,Solar,0,0,0
1118821,2050,CSP_Trough_6h_Storage,NM_S_TX_EPE,Solar,0,0,0
1118823,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1118824,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1118826,2050,CSP_Trough_No_Storage,CA_IID,Solar,0,0,0
1118827,2050,CSP_Trough_6h_Storage,CA_IID,Solar,0,0,0
1118829,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1118830,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1118832,2050,CSP_Trough_No_Storage,CA_IID,Solar,0,0,0
1118833,2050,CSP_Trough_6h_Storage,CA_IID,Solar,0,0,0
1118835,2050,CSP_Trough_No_Storage,AZ_NW,Solar,0,0,0
1118836,2050,CSP_Trough_6h_Storage,AZ_NW,Solar,0,0,0
1118838,2050,CSP_Trough_No_Storage,AZ_NW,Solar,0,0,0
1118839,2050,CSP_Trough_6h_Storage,AZ_NW,Solar,0,0,0
1118841,2050,CSP_Trough_No_Storage,AZ_APS_SW,Solar,0,0,0
1118842,2050,CSP_Trough_6h_Storage,AZ_APS_SW,Solar,0,0,0
1118844,2050,CSP_Trough_No_Storage,AZ_APS_SW,Solar,0,0,0
1118845,2050,CSP_Trough_6h_Storage,AZ_APS_SW,Solar,0,0,0
1118847,2050,CSP_Trough_No_Storage,UT_S,Solar,0,0,0
1118848,2050,CSP_Trough_6h_Storage,UT_S,Solar,0,0,0
1118850,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1118851,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1118853,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1118854,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1118856,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1118857,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1118859,2050,CSP_Trough_No_Storage,AZ_NW,Solar,0,0,0
1118860,2050,CSP_Trough_6h_Storage,AZ_NW,Solar,0,0,0
1118862,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1118863,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1118865,2050,CSP_Trough_No_Storage,UT_S,Solar,0,0,0
1118866,2050,CSP_Trough_6h_Storage,UT_S,Solar,0,0,0
1118868,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1118869,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1118871,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1118872,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1118874,2050,CSP_Trough_No_Storage,AZ_APS_SW,Solar,0,0,0
1118875,2050,CSP_Trough_6h_Storage,AZ_APS_SW,Solar,0,0,0
1118877,2050,CSP_Trough_No_Storage,CA_IID,Solar,0,0,0
1118878,2050,CSP_Trough_6h_Storage,CA_IID,Solar,0,0,0
1118880,2050,CSP_Trough_No_Storage,CA_IID,Solar,0,0,0
1118881,2050,CSP_Trough_6h_Storage,CA_IID,Solar,0,0,0
1118883,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1118884,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1118886,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1118887,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1118889,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1118890,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1118892,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1118893,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1118895,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1118896,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1118898,2050,CSP_Trough_No_Storage,AZ_NW,Solar,0,0,0
1118899,2050,CSP_Trough_6h_Storage,AZ_NW,Solar,0,0,0
1118910,2050,CSP_Trough_No_Storage,CAN_BC,Solar,0,0,0
1118911,2050,CSP_Trough_6h_Storage,CAN_BC,Solar,0,0,0
1118919,2050,CSP_Trough_No_Storage,MEX_BAJA,Solar,0,0,0
1118920,2050,CSP_Trough_6h_Storage,MEX_BAJA,Solar,0,0,0
1118922,2050,CSP_Trough_No_Storage,CAN_BC,Solar,0,0,0
1118923,2050,CSP_Trough_6h_Storage,CAN_BC,Solar,0,0,0
1118934,2050,CSP_Trough_No_Storage,MEX_BAJA,Solar,0,0,0
1118935,2050,CSP_Trough_6h_Storage,MEX_BAJA,Solar,0,0,0
1118940,2050,CSP_Trough_No_Storage,CAN_BC,Solar,0,0,0
1118941,2050,CSP_Trough_6h_Storage,CAN_BC,Solar,0,0,0
1118943,2050,CSP_Trough_No_Storage,MEX_BAJA,Solar,0,0,0
1118944,2050,CSP_Trough_6h_Storage,MEX_BAJA,Solar,0,0,0
1118946,2050,CSP_Trough_No_Storage,CAN_ALB,Solar,0,0,0
1119036,2050,CSP_Trough_No_Storage,CAN_BC,Solar,0,0,0
1119037,2050,CSP_Trough_6h_Storage,CAN_BC,Solar,0,0,0
1119042,2050,CSP_Trough_No_Storage,MT_NW,Solar,0,0,0
1119043,2050,CSP_Trough_6h_Storage,MT_NW,Solar,0,0,0
1119045,2050,CSP_Trough_No_Storage,CAN_BC,Solar,0,0,0
1119046,2050,CSP_Trough_6h_Storage,CAN_BC,Solar,0,0,0
1119060,2050,CSP_Trough_No_Storage,CAN_BC,Solar,0,0,0
1119061,2050,CSP_Trough_6h_Storage,CAN_BC,Solar,0,0,0
1119063,2050,CSP_Trough_No_Storage,CAN_BC,Solar,0,0,0
1119064,2050,CSP_Trough_6h_Storage,CAN_BC,Solar,0,0,0
1119066,2050,CSP_Trough_No_Storage,CAN_BC,Solar,0,0,0
1119067,2050,CSP_Trough_6h_Storage,CAN_BC,Solar,0,0,0
1119075,2050,CSP_Trough_No_Storage,CAN_BC,Solar,0,0,0
1119076,2050,CSP_Trough_6h_Storage,CAN_BC,Solar,0,0,0
1191182451,2050,Wind,NV_S,Wind,0,0.07365,0.026077
1191182452,2050,Wind,NV_S,Wind,0,0.091464,0.03532
1191182453,2050,Wind,NV_S,Wind,0,0.10027,0.038828
1191182454,2050,Wind,NV_S,Wind,0,0.087918,0.033832
1191182455,2050,Wind,NV_S,Wind,0,0.074129,0.028388
1191182456,2050,Wind,NV_S,Wind,0,0.092567,0.035382
1191182457,2050,Wind,NV_S,Wind,0,0.077964,0.030109
1191182458,2050,Wind,NV_S,Wind,0,0.093429,0.036133
1191182459,2050,Wind,NV_S,Wind,0,0.10574,0.040628
1191182460,2050,Wind,NV_S,Wind,0,0.072237,0.027786
1191182461,2050,Wind,NV_S,Wind,0,0.1239,0.04402
1191182466,2050,Wind,UT_S,Wind,0,0.24009,0.084257
1191182469,2050,Wind,NV_S,Wind,0,0.083001,0.02879
1191182470,2050,Wind,NV_S,Wind,0,0.096995,0.032558
1191182471,2050,Wind,NV_S,Wind,0,0.059637,0.020849
1191182472,2050,Wind,NV_S,Wind,0,0.081082,0.029959
1191182473,2050,Wind,NV_S,Wind,0,0.14661,0.051397
1191182474,2050,Wind,NV_S,Wind,0,0.060925,0.021219
1191182475,2050,Wind,NV_S,Wind,0,0.11838,0.041761
1191182476,2050,Wind,NV_S,Wind,0,0.091977,0.032611
1191182477,2050,Wind,NV_S,Wind,0,0.080769,0.028207
1191182489,2050,Wind,NV_S,Wind,0,0.069752,0.026698
1191182490,2050,Wind,NV_S,Wind,0,0.14384,0.055526
1191182491,2050,Wind,NV_S,Wind,0,0.087956,0.033817
1191182492,2050,Wind,NV_S,Wind,0,0.16522,0.063517
1191182493,2050,Wind,NV_S,Wind,0,0.15112,0.057041
1191182494,2050,Wind,NV_S,Wind,0,0.071471,0.027464
1191182495,2050,Wind,NV_S,Wind,0,0.13288,0.051225
1191182496,2050,Wind,NV_S,Wind,0,0.19532,0.07375
1191182497,2050,Wind,NV_S,Wind,0,0.17991,0.067904
1191182498,2050,Wind,NV_S,Wind,0,0.19299,0.073294
1191182499,2050,Wind,NV_S,Wind,0,0.11301,0.043707
1191182500,2050,Wind,NV_S,Wind,0,0.15842,0.061335
1191182501,2050,Wind,NV_S,Wind,0,0.080094,0.030627
1191182505,2050,Wind,NV_S,Wind,0,0.075279,0.028833
1191182506,2050,Wind,NV_S,Wind,0,0.065753,0.025256
1191182509,2050,Wind,NV_S,Wind,0,0.10853,0.041836
1191182510,2050,Wind,NV_S,Wind,0,0.08207,0.031041
1191182511,2050,Wind,NV_S,Wind,0,0.057897,0.020524
1191182512,2050,Wind,NV_S,Wind,0,0.097189,0.03561
1191182513,2050,Wind,NV_S,Wind,0,0.090466,0.032467
1191182514,2050,Wind,NV_S,Wind,0,0.090595,0.032221
1191182515,2050,Wind,NV_S,Wind,0,0.070879,0.024927
1191182517,2050,Wind,NV_S,Wind,0,0.091791,0.03135
1191182518,2050,Wind,NV_S,Wind,0,0.11951,0.041547
1191182519,2050,Wind,NV_S,Wind,0,0.081003,0.028509
1191182520,2050,Wind,NV_S,Wind,0,0.086099,0.031347
1191182521,2050,Wind,NV_S,Wind,0,0.092274,0.033912
1191182522,2050,Wind,NV_S,Wind,0,0.094635,0.034293
1191182523,2050,Wind,NV_S,Wind,0,0.13074,0.048662
1191182525,2050,Wind,NV_S,Wind,0,0.10891,0.040418
1191182526,2050,Wind,NV_S,Wind,0,0.086425,0.031852
1191182527,2050,Wind,NV_S,Wind,0,0.13544,0.052267
1191182528,2050,Wind,NV_S,Wind,0,0.11827,0.041029
1191182529,2050,Wind,NV_S,Wind,0,0.08513,0.029853
1191182530,2050,Wind,NV_S,Wind,0,0.12052,0.044728
1191182531,2050,Wind,NV_S,Wind,0,0.084613,0.030914
1191182532,2050,Wind,NV_S,Wind,0,0.062115,0.021931
1191182533,2050,Wind,NV_S,Wind,0,0.074543,0.026714
1191182534,2050,Wind,NV_S,Wind,0,0.14248,0.049411
1191182535,2050,Wind,NV_S,Wind,0,0.073392,0.026652
1191182536,2050,Wind,NV_S,Wind,0,0.065105,0.023145
1191182537,2050,Wind,NV_S,Wind,0,0.078669,0.029485
1191182538,2050,Wind,NV_S,Wind,0,0.10439,0.036016
1191182539,2050,Wind,NV_S,Wind,0,0.13169,0.050697
1191182540,2050,Wind,NV_S,Wind,0,0.081485,0.031449
1191182541,2050,Wind,NV_S,Wind,0,0.11042,0.038437
1191182543,2050,Wind,NV_S,Wind,0,0.070601,0.024783
1191182544,2050,Wind,NV_S,Wind,0,0.090314,0.032206
1191182546,2050,Wind,NV_S,Wind,0,0.062795,0.022194
1191182547,2050,Wind,NV_S,Wind,0,0.10621,0.036901
1191182548,2050,Wind,NV_S,Wind,0,0.081224,0.029022
1191182549,2050,Wind,NV_S,Wind,0,0.076814,0.026863
1191182550,2050,Wind,NV_S,Wind,0,0.11906,0.041581
1191182551,2050,Wind,NV_S,Wind,0,0.11689,0.041368
1191182552,2050,Wind,NV_S,Wind,0,0.114,0.039624
1191182553,2050,Wind,NV_S,Wind,0,0.12392,0.043454
1191182554,2050,Wind,NV_S,Wind,0,0.078623,0.027776
1191182555,2050,Wind,NV_S,Wind,0,0.13808,0.048312
1191182556,2050,Wind,NV_S,Wind,0,0.13812,0.048306
1191182557,2050,Wind,NV_S,Wind,0,0.16189,0.062076
1191182558,2050,Wind,NV_S,Wind,0,0.088381,0.030834
1191182559,2050,Wind,NV_S,Wind,0,0.11201,0.041864
1191182562,2050,Wind,NV_S,Wind,0,0.13279,0.04589
1191182564,2050,Wind,NV_S,Wind,0,0.081573,0.029211
1191182565,2050,Wind,NV_S,Wind,0,0.07802,0.027598
1191182566,2050,Wind,NV_S,Wind,0,0.075975,0.026597
1191182567,2050,Wind,NV_S,Wind,0,0.060408,0.021239
1191182568,2050,Wind,NV_S,Wind,0,0.12056,0.042307
1191182570,2050,Wind,NV_S,Wind,0,0.055776,0.021351
1191182571,2050,Wind,NV_S,Wind,0,0.12444,0.043916
1191182572,2050,Wind,NV_S,Wind,0,0.06697,0.02557
1191182573,2050,Wind,NV_S,Wind,0,0.068455,0.024459
1191182575,2050,Wind,NV_S,Wind,0,0.074635,0.026436
1191182576,2050,Wind,NV_S,Wind,0,0.10009,0.035462
1191182577,2050,Wind,NV_S,Wind,0,0.084328,0.029938
1191182578,2050,Wind,NV_S,Wind,0,0.070507,0.025545
1191182579,2050,Wind,NV_S,Wind,0,0.080244,0.028238
1191182580,2050,Wind,NV_S,Wind,0,0.071594,0.025747
1191182588,2050,Wind,MEX_BAJA,Wind,0,0.069412,0.025655
1191182592,2050,Wind,MEX_BAJA,Wind,0,0.05898,0.022031
1191182722,2050,Wind,WY_NE,Wind,0,0.053331,0.020353
1191182723,2050,Wind,WY_NE,Wind,0,0.057067,0.021772
1191182724,2050,Wind,WY_NE,Wind,0,0.20872,0.07574
1191182725,2050,Wind,WY_NE,Wind,0,0.20228,0.071243
1191182726,2050,Wind,WY_NE,Wind,0,0.25978,0.091899
1191182727,2050,Wind,WY_NE,Wind,0,0.20715,0.075047
1191182728,2050,Wind,WY_NE,Wind,0,0.22314,0.081326
1191182729,2050,Wind,WY_NE,Wind,0,0.28605,0.10166
1191182730,2050,Wind,WY_NE,Wind,0,0.13383,0.050809
1191182731,2050,Wind,WY_NE,Wind,0,0.1752,0.066861
1191182732,2050,Wind,WY_NE,Wind,0,0.12621,0.04867
1191182733,2050,Wind,WY_NE,Wind,0,0.21382,0.082125
1191182734,2050,Wind,WY_NE,Wind,0,0.13525,0.052292
1191182735,2050,Wind,WY_NE,Wind,0,0.13276,0.049691
1191182736,2050,Wind,WY_NE,Wind,0,0.13963,0.053809
1191182737,2050,Wind,WY_NE,Wind,0,0.12845,0.048969
1191182738,2050,Wind,WY_NE,Wind,0,0.13797,0.053527
1191182739,2050,Wind,WY_NE,Wind,0,0.18744,0.072161
1191183104,2050,Wind,AZ_NW,Wind,0,0.31154,0.12055
1191183108,2050,Wind,AZ_NW,Wind,0,0.15344,0.059164
1191183112,2050,Wind,AZ_NW,Wind,0,0.11909,0.04409
1191183113,2050,Wind,NV_S,Wind,0,0.10467,0.039128
1191183114,2050,Wind,NV_S,Wind,0,0.11447,0.042785
1191183115,2050,Wind,AZ_NW,Wind,0,0.095131,0.035591
1191183116,2050,Wind,NV_S,Wind,0,0.078431,0.028378
1191183120,2050,Wind,AZ_NW,Wind,0,0.098366,0.037489
1191183122,2050,Wind,AZ_NW,Wind,0,0.08416,0.031011
1191183123,2050,Wind,AZ_NW,Wind,0,0.11361,0.041779
1191183124,2050,Wind,AZ_NW,Wind,0,0.07319,0.026512
1191183127,2050,Wind,AZ_NW,Wind,0,0.11241,0.042136
1191183129,2050,Wind,AZ_NW,Wind,0,0.079967,0.030538
1191183130,2050,Wind,AZ_NW,Wind,0,0.11085,0.040477
1191183134,2050,Wind,AZ_NW,Wind,0,0.084418,0.032632
1191183135,2050,Wind,AZ_NW,Wind,0,0.085862,0.033168
1191183136,2050,Wind,NV_S,Wind,0,0.07871,0.028498
1191183137,2050,Wind,NV_S,Wind,0,0.088936,0.032067
1191183138,2050,Wind,AZ_NW,Wind,0,0.11339,0.043577
1191183166,2050,Wind,WY_NE,Wind,0,0.080612,0.03068
1191183184,2050,Wind,WY_NE,Wind,0,0.080612,0.030797
1191183185,2050,Wind,WY_NE,Wind,0,0.082164,0.03111
1191183186,2050,Wind,WY_NE,Wind,0,0.094521,0.035388
1191183187,2050,Wind,WY_NE,Wind,0,0.076349,0.02931
1191183188,2050,Wind,WY_NE,Wind,0,0.085455,0.032255
1191183189,2050,Wind,WY_NE,Wind,0,0.079861,0.030014
1191183190,2050,Wind,WY_NE,Wind,0,0.080723,0.030488
1191183206,2050,Wind,WY_NE,Wind,0,0.085764,0.03213
1191183209,2050,Wind,WY_NE,Wind,0,0.094859,0.035671
1191183262,2050,Wind,UT_S,Wind,0,0.21974,0.083134
1191183395,2050,Wind,AZ_NM_N,Wind,0,0.1212,0.045982
1191183398,2050,Wind,AZ_NM_N,Wind,0,0.16512,0.061299
1191183399,2050,Wind,AZ_NM_N,Wind,0,0.16879,0.061765
1191183401,2050,Wind,AZ_NM_N,Wind,0,0.15844,0.058376
1191183403,2050,Wind,AZ_NM_N,Wind,0,0.16995,0.062898
1191183404,2050,Wind,AZ_NM_N,Wind,0,0.16081,0.059799
1191183405,2050,Wind,AZ_NM_N,Wind,0,0.15959,0.059008
1191183406,2050,Wind,AZ_NM_N,Wind,0,0.13184,0.048641
1191183408,2050,Wind,AZ_NM_N,Wind,0,0.12388,0.047309
1191183410,2050,Wind,AZ_NM_N,Wind,0,0.14881,0.054594
1191183411,2050,Wind,AZ_NM_N,Wind,0,0.15985,0.058641
1191183412,2050,Wind,AZ_NM_N,Wind,0,0.14425,0.053262
1191183413,2050,Wind,AZ_NM_N,Wind,0,0.17732,0.065427
1191183417,2050,Wind,AZ_NM_N,Wind,0,0.11909,0.043724
1191183798,2050,Wind,AZ_PHX,Wind,0,0.04889,0.018946
1191183799,2050,Wind,AZ_PHX,Wind,0,0.071813,0.02749
1191183800,2050,Wind,AZ_PHX,Wind,0,0.083054,0.032274
1191183801,2050,Wind,AZ_PHX,Wind,0,0.05372,0.020687
1191183802,2050,Wind,AZ_PHX,Wind,0,0.069426,0.026871
1191183803,2050,Wind,AZ_PHX,Wind,0,0.04585,0.017701
1191183804,2050,Wind,AZ_PHX,Wind,0,0.048076,0.018617
1191184059,2050,Wind,WA_SEATAC,Wind,0,0.11043,0.042101
1191184099,2050,Wind,UT_S,Wind,0,0.30198,0.1117
1191184103,2050,Wind,UT_S,Wind,0,0.26134,0.095633
1191184122,2050,Wind,UT_S,Wind,0,0.26793,0.097859
1191184123,2050,Wind,UT_S,Wind,0,0.17133,0.061535
1191184129,2050,Wind,UT_S,Wind,0,0.22556,0.081447
1191184133,2050,Wind,UT_S,Wind,0,0.099848,0.03835
1191184135,2050,Wind,UT_S,Wind,0,0.17917,0.067658
1191184138,2050,Wind,UT_S,Wind,0,0.19332,0.069607
1191184139,2050,Wind,UT_S,Wind,0,0.31847,0.1183
1191184147,2050,Wind,UT_S,Wind,0,0.18806,0.072654
1191184148,2050,Wind,UT_S,Wind,0,0.24073,0.093294
1191184150,2050,Wind,UT_S,Wind,0,0.10556,0.040505
1191184157,2050,Wind,UT_S,Wind,0,0.16317,0.061097
1191184160,2050,Wind,UT_S,Wind,0,0.12161,0.046829
1191184170,2050,Wind,UT_S,Wind,0,0.2728,0.10162
1191184175,2050,Wind,UT_S,Wind,0,0.47828,0.1747
1191184180,2050,Wind,UT_S,Wind,0,0.22044,0.083715
1191184182,2050,Wind,UT_S,Wind,0,0.28573,0.10805
1191184185,2050,Wind,UT_S,Wind,0,0.2915,0.10543
1191184187,2050,Wind,UT_S,Wind,0,0.18492,0.066074
1191184193,2050,Wind,UT_S,Wind,0,0.21904,0.08279
1191184194,2050,Wind,UT_S,Wind,0,0.23774,0.089523
1191184195,2050,Wind,UT_S,Wind,0,0.18723,0.07123
1191184196,2050,Wind,UT_S,Wind,0,0.19288,0.0726
1191184202,2050,Wind,AZ_SE,Wind,0,0.096494,0.03701
1191184203,2050,Wind,AZ_SE,Wind,0,0.098259,0.037672
1191184204,2050,Wind,AZ_SE,Wind,0,0.061284,0.023531
1191184205,2050,Wind,AZ_SE,Wind,0,0.078931,0.03027
1191184206,2050,Wind,AZ_SE,Wind,0,0.072566,0.027251
1191184207,2050,Wind,AZ_PHX,Wind,0,0.076026,0.028828
1191184208,2050,Wind,AZ_SE,Wind,0,0.14449,0.055487
1191184209,2050,Wind,AZ_SE,Wind,0,0.1075,0.041083
1191184210,2050,Wind,AZ_SE,Wind,0,0.059521,0.022827
1191184211,2050,Wind,AZ_SE,Wind,0,0.055333,0.020816
1191184212,2050,Wind,AZ_SE,Wind,0,0.057816,0.021892
1191184213,2050,Wind,AZ_SE,Wind,0,0.084346,0.032437
1191184214,2050,Wind,AZ_SE,Wind,0,0.07986,0.030417
1191184215,2050,Wind,AZ_SE,Wind,0,0.097117,0.037307
1191184216,2050,Wind,AZ_SE,Wind,0,0.075001,0.027587
1191184217,2050,Wind,AZ_SE,Wind,0,0.087751,0.03381
1191184218,2050,Wind,AZ_SE,Wind,0,0.057171,0.021482
1191184221,2050,Wind,AZ_SE,Wind,0,0.070334,0.026333
1191184222,2050,Wind,AZ_SE,Wind,0,0.076004,0.028616
1191184223,2050,Wind,AZ_SE,Wind,0,0.063995,0.024263
1191184224,2050,Wind,AZ_SE,Wind,0,0.08272,0.030837
1191184225,2050,Wind,AZ_SE,Wind,0,0.059817,0.022435
1191184226,2050,Wind,AZ_SE,Wind,0,0.1086,0.040501
1191184227,2050,Wind,AZ_SE,Wind,0,0.060071,0.022468
1191184228,2050,Wind,AZ_SE,Wind,0,0.12336,0.04614
1191184229,2050,Wind,AZ_SE,Wind,0,0.070748,0.025899
1191184240,2050,Wind,WY_NE,Wind,0,0.079865,0.029764
1191184244,2050,Wind,WY_NE,Wind,0,0.17958,0.067418
1191184826,2050,Wind,AZ_APS_E,Wind,0,0.11466,0.042605
1191184830,2050,Wind,AZ_APS_E,Wind,0,0.11217,0.041441
1191184831,2050,Wind,AZ_APS_E,Wind,0,0.10184,0.037879
1191184832,2050,Wind,AZ_APS_E,Wind,0,0.11068,0.040789
1191184839,2050,Wind,AZ_APS_SW,Wind,0,0.10693,0.040389
1191184840,2050,Wind,AZ_APS_SW,Wind,0,0.13569,0.050876
1191184841,2050,Wind,AZ_APS_SW,Wind,0,0.14648,0.054708
1191184842,2050,Wind,AZ_APS_SW,Wind,0,0.20217,0.074491
1191184843,2050,Wind,AZ_APS_SW,Wind,0,0.049414,0.018924
1191184946,2050,Wind,NV_S,Wind,0,0.073969,0.028204
1191184948,2050,Wind,NV_S,Wind,0,0.13768,0.05227
1191184952,2050,Wind,NV_S,Wind,0,0.076286,0.028129
1191185203,2050,Wind,AZ_APS_N,Wind,0,0.15084,0.057801
1191185208,2050,Wind,UT_S,Wind,0,0.1704,0.063787
1191185215,2050,Wind,NV_S,Wind,0,0.0439,0.015973
1191185223,2050,Wind,UT_S,Wind,0,0.1079,0.040729
1191185238,2050,Wind,AZ_APS_N,Wind,0,0.083641,0.029658
1191185240,2050,Wind,AZ_APS_N,Wind,0,0.086026,0.030612
